22.0,1.0,-1.0,0.0,434.0
45.0,2.0,-1.0,0.0,525.0
60.0,3.0,-1.0,0.0,790.0
67.0,3.0,-1.0,0.0,850.0
45.0,2.0,-1.0,0.0,585.0
23.0,1.0,-1.0,0.0,430.0
53.0,3.0,-1.0,0.0,680.0
82.0,3.0,1.0,0.0,871.0
82.0,3.0,-1.0,0.0,930.0
31.0,2.0,-1.0,0.0,560.0
59.0,3.0,-1.0,0.0,765.0
45.0,2.0,-1.0,0.0,650.0
38.0,1.0,-1.0,0.0,520.0
28.0,1.0,-1.0,0.0,480.0
29.0,2.0,-1.0,0.0,500.0
24.0,1.0,-1.0,0.0,460.0
40.0,2.0,-1.0,0.0,630.0
25.0,1.0,-1.0,0.0,460.0
87.0,3.0,-1.0,0.0,1195.0
88.0,3.0,-1.0,0.0,1195.0
